"competencia","cnes","nome_estabelecimento","cod_municipio","municipio","uf","tipo_estabelecimento","subtipo_estabelecimento","natureza_juridica","gestao","atende_sus","codigo_habilitacao","tipo_habilitacao","descricao_habilitacao","origem_habilitacao","linha_cuidado","sublinha_cuidado","componente_rede","nivel_complexidade","usar_observatorio","prioridade","criterio_classificacao","status_validacao","competencia_inicio","competencia_fim","numero_leitos","portaria","data_atualizacao","fonte","arquivo_origem","data_processamento"
"202601","3205307160305","CENTRO MUNICIPAL DE ESPECIALIDADES E SAUDE DIGITAL DE VITORI","320530","VITORIA","ES",NA,NA,"MUNICIPIO",NA,"Sim","0913","S","ADESAO DO ESTABELECIMENTO AO PROJETO MAIS MÉDICOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122013","999999","","PT SGTES 18","27/01/2014","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205307160305","CENTRO MUNICIPAL DE ESPECIALIDADES E SAUDE DIGITAL DE VITORI","320530","VITORIA","ES",NA,NA,"MUNICIPIO",NA,"Sim","0403","H","CENTRO DE ESPECIALIDADES ODONTOLOGICAS I","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","072019","999999","","PT GM 1536","03/09/2019","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204702448807","HOSPITAL DR FERNANDO SERRA","320470","SAO GABRIEL DA PALHA","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Não","1902","H","VASECTOMIA","P","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","092012","999999","0","263/2012","06/09/2019","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207530706","HOSPITAL DR NILTON DE BARROS","320520","VILA VELHA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2902","H","PMAE - COMPONENTE CIRURGIAS","P","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","102025","122026","0","CIB 004/2025","23/01/2026","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207530706","HOSPITAL DR NILTON DE BARROS","320520","VILA VELHA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","032022","999999","20","3209/GM/MS","08/08/2022","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207530706","HOSPITAL DR NILTON DE BARROS","320520","VILA VELHA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","3801","H","PROGRAMA MAIS ACESSO A ESPECIALISTAS","P","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","012025","122026","0","CIB 004/2025","23/01/2026","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207530706","HOSPITAL DR NILTON DE BARROS","320520","VILA VELHA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8271","I","ENFERMARIA CLINICA DE RETAGUARDA - NOVOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122015","999999","44","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207530706","HOSPITAL DR NILTON DE BARROS","320520","VILA VELHA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8272","I","ENFERMARIA CLINICA DE RETAGUARDA - QUALIFICADOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122015","999999","9","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012351","CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","320530","VITORIA","ES",NA,"CAPS II","MUNICIPIO",NA,"Sim","8226","I","Residência Terapêutica Tipo I","","Saúde mental","Residência terapêutica","Atenção residencial em saúde mental","Alta complexidade","Sim","Média","Descrição contém termos de UTI/cuidado crítico.","revisar","102015","999999","0","SAS/MS 1.015","10/12/2015","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012351","CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","320530","VITORIA","ES",NA,"CAPS II","MUNICIPIO",NA,"Sim","0617","H","CAPS II","","Saúde mental","CAPS","Atenção psicossocial especializada","Média","Sim","Média","Descrição contém CAPS infantil.","validado","032002","999999","","000000000","23/09/2005","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012351","CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","320530","VITORIA","ES",NA,"CAPS II","MUNICIPIO",NA,"Sim","8227","I","Residência Terapêutica Tipo II","","Saúde mental","Residência terapêutica","Atenção residencial em saúde mental","Alta complexidade","Sim","Média","Descrição contém termos de UTI/cuidado crítico.","revisar","102024","999999","5","5497/GM/MS","19/10/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8271","I","ENFERMARIA CLINICA DE RETAGUARDA - NOVOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","16","2586/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8273","I","UTI ADULTO RUE TIPO II - NOVOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","062016","999999","10","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8274","I","UTI ADULTO RUE TIPO II - QUALIFICADOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","062016","999999","8","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","112005","999999","38","3209/GM/MS","08/08/2022","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8272","I","ENFERMARIA CLINICA DE RETAGUARDA - QUALIFICADOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","8","2586/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1101","H","SERVICO HOSPITALAR PARA TRATAMENTO AIDS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","071992","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204902550687","HOSPITAL DR ROBERTO ARNIZAUT SILVARES","320490","SAO MATEUS","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8212","I","Porta de Entrada Hospitalar de Urgência (PEHU) - Hospital Geral","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","082014","999999","","GM/MS Nº 2041","20/07/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202546957","HOSPITAL ANTONIO BEZERRA DE FARIA","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8274","I","UTI ADULTO RUE TIPO II - QUALIFICADOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","122019","999999","3","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202546957","HOSPITAL ANTONIO BEZERRA DE FARIA","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","3801","H","PROGRAMA MAIS ACESSO A ESPECIALISTAS","P","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","102025","122026","0","CIB 004/2025","09/02/2026","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202546957","HOSPITAL ANTONIO BEZERRA DE FARIA","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8212","I","Porta de Entrada Hospitalar de Urgência (PEHU) - Hospital Geral","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122012","999999","","GM/MS Nº 2041","20/07/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202546957","HOSPITAL ANTONIO BEZERRA DE FARIA","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","092015","999999","15","3676/GM/MS","06/01/2022","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202546957","HOSPITAL ANTONIO BEZERRA DE FARIA","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1301","H","INTERNACAO DOMICILIAR","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","022008","999999","0","R746/08","17/02/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202546957","HOSPITAL ANTONIO BEZERRA DE FARIA","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8273","I","UTI ADULTO RUE TIPO II - NOVOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","122019","999999","3","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3202806945368","HOSPITAL EVANGELICO LITORAL SUL","320280","ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","3801","H","PROGRAMA MAIS ACESSO A ESPECIALISTAS","P","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","102025","122026","0","CIB 004/2025","15/01/2026","CNES","rlEstabSipac202601","2026-05-21"
"202601","3202806945368","HOSPITAL EVANGELICO LITORAL SUL","320280","ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8272","I","ENFERMARIA CLINICA DE RETAGUARDA - QUALIFICADOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","20","2621/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3202806945368","HOSPITAL EVANGELICO LITORAL SUL","320280","ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8271","I","ENFERMARIA CLINICA DE RETAGUARDA - NOVOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","20","2621/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3202806945368","HOSPITAL EVANGELICO LITORAL SUL","320280","ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","032023","999999","20","RET 245/GM/MS","06/04/2023","CNES","rlEstabSipac202601","2026-05-21"
"202601","3202806945368","HOSPITAL EVANGELICO LITORAL SUL","320280","ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8273","I","UTI ADULTO RUE TIPO II - NOVOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","032023","999999","20","2621/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201502446030","HOSPITAL E MATERNIDADE SILVIO AVIDOS","320150","COLATINA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8274","I","UTI ADULTO RUE TIPO II - QUALIFICADOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","062016","999999","11","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201502446030","HOSPITAL E MATERNIDADE SILVIO AVIDOS","320150","COLATINA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8212","I","Porta de Entrada Hospitalar de Urgência (PEHU) - Hospital Geral","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","082014","999999","","PT GM Nº 2041","19/07/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201502446030","HOSPITAL E MATERNIDADE SILVIO AVIDOS","320150","COLATINA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8271","I","ENFERMARIA CLINICA DE RETAGUARDA - NOVOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","13","2586/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201502446030","HOSPITAL E MATERNIDADE SILVIO AVIDOS","320150","COLATINA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8273","I","UTI ADULTO RUE TIPO II - NOVOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","072023","999999","4","881/GM/MS","03/08/2023","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201502446030","HOSPITAL E MATERNIDADE SILVIO AVIDOS","320150","COLATINA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8272","I","ENFERMARIA CLINICA DE RETAGUARDA - QUALIFICADOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","6","2586/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201502446030","HOSPITAL E MATERNIDADE SILVIO AVIDOS","320150","COLATINA","ES",NA,NA,"FUNDACAO PUBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","092011","999999","29","3209/GM/MS","08/08/2022","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1203","H","HOSPITAL DIA - AIDS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","071992","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2101","H","CENTRO DE REFERENCIA EM ASSISTENCIA A QUEIMADOS - MEDIA COMPLEXIDADE","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","092001","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2607","H","UNIDADE DE TERAPIA INTENSIVA QUEIMADOS - UTI-Q","","UTI / cuidado crítico","UTI queimados","UTI especializada em queimados","Alta complexidade","Sim","Alta","Descrição contém queimados em contexto de UTI.","revisar","092001","999999","6","","28/04/2006","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2501","H","UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE EM TRAUMATO-ORTOPEDIA*","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","042009","999999","","SAS 90 RET","16/04/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1101","H","SERVICO HOSPITALAR PARA TRATAMENTO AIDS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","071992","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2701","H","HOSPITAL TIPO I EM URGENCIA","","RUE","Porta hospitalar de urgência","Atenção hospitalar de urgência","Média/Alta","Sim","Alta","Descrição inequívoca de hospital tipo I/II/III em urgência.","validado","081999","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8214","I","Porta de Entrada Hospitalar de Urgência (PEHU) - Hospital Especializado Tipo II","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122012","999999","","GM/MS Nº 2041","20/07/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1601","H","UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE EM NEUROLOGIA/NEUROCIRURGIA*. ","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","012008","999999","","SAS 646","15/12/2008","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8276","I","UTI PEDIATRICO RUE TIPO II - QUALIFICADOS","","RUE","UTI RUE pediátrica","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI pediátrica RUE tipo II/III.","validado","122015","999999","6","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1711","H","UNACON EXCLUSIVA DE ONCOLOGIA PEDIATRICA","","Oncologia","Oncologia pediátrica","Atenção oncológica especializada","Alta complexidade","Sim","Alta","Descrição contém UNACON.","revisar","092007","999999","","688/SAES/MS","29/11/2023","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2102","H","CENTRO DE REFERENCIA EM ASSISTENCIA A QUEIMADOS - ALTA COMPLEXIDADE","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","092001","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2610","H","UNIDADE DE TERAPIA INTENSIVA NEONATAL TIPO II - UTIN II","","UTI / cuidado crítico","UTI neonatal","UTI neonatal","Alta complexidade","Sim","Alta","Descrição contém UTI neonatal.","validado","032014","999999","9","SAS 146","31/03/2014","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8254","I","CENTRO DE INFORMAÇÃO E ASSISTÊNCIA TOXICOLÓGICA (CIATOX)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","112015","999999","","1678","19/11/2015","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1801","H","CENTRO DE REFERENCIA DE TRATAMENTO DE OSTEOGENESIS IMPERFECTA","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","062002","999999","0","PORT. GM/2305 DE 19/12/2001.","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011800","HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2603","H","UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA - UTI-PED TIPO II","","UTI / cuidado crítico","UTI pediátrica","UTI pediátrica","Alta complexidade","Sim","Alta","Descrição contém termos de UTI/cuidado crítico.","revisar","042004","999999","16","PT GM 1897","30/07/2020","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011819","HOSPITAL SAO LUCAS","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","042002","999999","10","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011819","HOSPITAL SAO LUCAS","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","8214","I","Porta de Entrada Hospitalar de Urgência (PEHU) - Hospital Especializado Tipo II","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122012","999999","","GM/MS Nº 2041","20/07/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300011819","HOSPITAL SAO LUCAS","320530","VITORIA","ES",NA,NA,"ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL",NA,"Sim","1301","H","INTERNACAO DOMICILIAR","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","052004","999999","0","OF.CCA 297/2004-SES-ES","17/02/2016","CNES","rlEstabSipac202601","2026-05-21"
