"competencia","cnes","nome_estabelecimento","cod_municipio","municipio","uf","tipo_estabelecimento","subtipo_estabelecimento","natureza_juridica","gestao","atende_sus","codigo_habilitacao","tipo_habilitacao","descricao_habilitacao","origem_habilitacao","linha_cuidado","sublinha_cuidado","componente_rede","nivel_complexidade","usar_observatorio","prioridade","criterio_classificacao","status_validacao","competencia_inicio","competencia_fim","numero_leitos","portaria","data_atualizacao","fonte","arquivo_origem","data_processamento"
"202601","3205202494442","HOSPITAL EVANGELICO DE VILA VELHA","320520","VILA VELHA","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","0914","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO ONCOLOGICA (PRONON)","","Oncologia","PRONON","Programa de apoio à atenção oncológica","Alta complexidade","Sim","Alta","Habilitação associada ao PRONON e à atenção oncológica, com natureza programática e não equivalente direta a serviço assistencial instalado.","revisar","112014","999999","","SE/MS 722","15/10/2025","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205202494442","HOSPITAL EVANGELICO DE VILA VELHA","320520","VILA VELHA","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2454","H","INCREMENTO FINANCEIRO SNT FIGADO NIVEL D","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","042025","999999","","2729/SAES/MS","07/04/2025","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2501","H","UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE EM TRAUMATO-ORTOPEDIA*","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","012008","999999","","SAS 90 RETF","26/05/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2304","H","ENTERAL E PARENTERAL","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","012008","999999","","SAS 120 RETIF","28/05/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","112003","999999","29","PT GM 1897","30/07/2020","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","082016","999999","","PT SE 659","11/08/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8273","I","UTI ADULTO RUE TIPO II - NOVOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","062016","999999","10","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1101","H","SERVICO HOSPITALAR PARA TRATAMENTO AIDS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","071992","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2301","H","UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE EM TERAPIA NUTRICIONAL*","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","012008","999999","","SAS 120 RETIF","28/05/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","3801","H","PROGRAMA MAIS ACESSO A ESPECIALISTAS","P","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","102025","122026","0","CIB 004/2025","29/01/2026","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","6001","F","HOSPITAL FILANTROPICO","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122006","999999","","GM 3123","26/01/2007","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2701","H","HOSPITAL TIPO I EM URGENCIA","","RUE","Porta hospitalar de urgência","Atenção hospitalar de urgência","Média/Alta","Sim","Alta","Descrição inequívoca de hospital tipo I/II/III em urgência.","validado","081999","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1504","H","ATENCAO ESPECIALIZADA EM DRC COM HEMODIALISE","","Nefrologia","Hemodiálise","Terapia renal substitutiva ambulatorial","Média/Alta","Sim","Alta","Descrição contém hemodiálise.","validado","112018","999999","","PT GM 3415","26/11/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8213","I","Porta de Entrada Hospitalar de Urgência (PEHU) - Hospital Especializado Tipo I","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","082014","999999","","PT GM Nº 2041","19/07/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8274","I","UTI ADULTO RUE TIPO II - QUALIFICADOS","","RUE","UTI RUE adulto","Leito crítico RUE","Média/Alta","Sim","Alta","Descrição inequívoca de UTI adulto RUE tipo II/III.","validado","062016","999999","13","474/SAES/MS","10/06/2021","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202485680","SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1505","H","ATENCAO ESPECIALIZADA EM DRC COM DIALISE PERITONEAL","","Nefrologia","Diálise peritoneal","Terapia renal substitutiva ambulatorial","Média/Alta","Sim","Alta","Descrição contém diálise peritoneal.","validado","112018","999999","","PT GM 3415","26/11/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3200106637701","APAE","320010","AFONSO CLAUDIO","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122019","999999","","PT SE 1257","12/12/2019","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204957975635","APAE SAO ROQUE DO CANAA","320495","SAO ROQUE DO CANAA","ES",NA,"CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER)","ASSOCIACAO PRIVADA",NA,"Revisar","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","092016","999999","","PT SE 788","19/09/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3200137924674","PESTALOZZI DE AGUIA BRANCA","320013","AGUIA BRANCA","ES",NA,"CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER)","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","042016","999999","","PT SE 330","19/04/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204556793185","APAE DE SANTA MARIA DE JETIBA","320455","SANTA MARIA DE JETIBA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","032016","999999","","SE 156","09/03/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3202457949901","APAE DE IBATIBA","320245","IBATIBA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Revisar","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","052016","999999","","SE/MS Nº 375","05/05/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205177822502","APAE DE VILA VALERIO","320517","VILA VALERIO","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122017","999999","","PT SE 1270","14/12/2017","CNES","rlEstabSipac202601","2026-05-21"
"202601","3200406842933","ASSOCIACAO PESTALOZZI DE ANCHIETA ES","320040","ANCHIETA","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","042016","999999","","PT SE 609","28/06/2019","CNES","rlEstabSipac202601","2026-05-21"
"202601","3203205692768","ASSOCIACAO PESTALOZZI DE LINHARES","320320","LINHARES","ES",NA,"CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER)","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","022016","999999","","PT SE 69","18/02/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207579659","FUNDACAO CARMEM LUCIA FCL","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PRIVADA",NA,"Sim","0914","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO ONCOLOGICA (PRONON)","","Oncologia","PRONON","Programa de apoio à atenção oncológica","Alta complexidade","Sim","Alta","Habilitação associada ao PRONON e à atenção oncológica, com natureza programática e não equivalente direta a serviço assistencial instalado.","revisar","112019","999999","","PT SE 1184","22/11/2019","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205207579659","FUNDACAO CARMEM LUCIA FCL","320520","VILA VELHA","ES",NA,NA,"FUNDACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122019","999999","","PT SE 1257","12/12/2019","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204607626738","CERES CENTRO DE REABILITACAO E SAUDE GLORINHA MONTEIRO","320460","SANTA TERESA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","022016","999999","","PT SE 66","18/02/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012432","APAE VITORIA","320530","VITORIA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","1407","H","CENTRO DE REFERENCIA EM TRIAGEM NEONATAL/ACOMPANHAMENTO E TRATAMENTO - FIBROSE CISTICA","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","082009","999999","","SAS 85","18/08/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012432","APAE VITORIA","320530","VITORIA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","1409","H","SERVIÇO DIAGNÓSTICO DE FIBROSE CÍSTICA","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","042013","999999","","PT SAS 288","07/06/2013","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012432","APAE VITORIA","320530","VITORIA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","1408","H","REFERENCIA EM TRIAGEM NEONATAL ETAPA I","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","062014","999999","","SAS 489","18/06/2014","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012432","APAE VITORIA","320530","VITORIA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","1406","H","CENTRO DE REFERENCIA EM TRIAGEM NEONATAL /ACOMPANHAMENTO E TRATAMENTO - DOENCAS FALCIFORMES E OUTRAS HEMOGLOBINOPATIAS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","102001","999999","","RT PT SAS 85","13/05/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300012432","APAE VITORIA","320530","VITORIA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122017","999999","","PT SE 1319","07/12/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205300224871","CENTRO DE ATENDIMENTO EDUC ESP AUGUSTA BRAGATTO","320530","VITORIA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","112020","999999","","SE/MS 641","15/05/2025","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205106782590","APAE VIANA","320510","VIANA","ES",NA,"CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER)","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","052016","999999","","SE/MS Nº 401","11/05/2016","CNES","rlEstabSipac202601","2026-05-21"
"202601","3205003942147","APAE DA SERRA","320500","SERRA","ES",NA,"OUTROS","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","052016","999999","","PT SE 1319","07/12/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3204407980124","PESTALOZZI DE RIO NOVO DO SUL","320440","RIO NOVO DO SUL","ES",NA,"CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER)","ASSOCIACAO PRIVADA",NA,"Sim","0915","S","ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO A SAÚDE DA PESSOA COM DEFICIÊNCIA (PRONAS/PCD)","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122018","999999","","PT SE 1319","07/12/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","0202","H","UNID.DE ASSIST. DE ALTA COMPLEXIDADE AO PACIENTE PORTADOR DE OBESIDADE GRAVE","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","102007","999999","","PT SAS 425","28/04/2014","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8271","I","ENFERMARIA CLINICA DE RETAGUARDA - NOVOS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","1","2621/GM/MS","18/03/2024","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","8117","I","DRC CATEGORIA II","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","122023","999999","","1992/GM/MS","21/12/2023","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1505","H","ATENCAO ESPECIALIZADA EM DRC COM DIALISE PERITONEAL","","Nefrologia","Diálise peritoneal","Terapia renal substitutiva ambulatorial","Média/Alta","Sim","Alta","Descrição contém diálise peritoneal.","validado","112018","999999","","PT GM 3415","26/11/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1203","H","HOSPITAL DIA - AIDS","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","022002","999999","0","","","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","0804","H","CIRURGIA CARDIOVASCULAR PEDIATRICA","","Cardiovascular","Cirurgia cardiovascular pediátrica","Cirurgia cardiovascular de alta complexidade","Alta complexidade","Sim","Alta","Descrição contém cirurgia vascular.","revisar","052006","999999","","SAS-402","18/07/2006","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1707","H","UNACON COM SERVICO DE RADIOTERAPIA","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","092007","999999","","688/SAES/MS","29/11/2023","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","0801","H","UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE CARDIOVASCULAR*","","Cardiovascular","Alta complexidade cardiovascular","Atenção cardiovascular de alta complexidade","Alta complexidade","Sim","Alta","Descrição contém cirurgia vascular.","revisar","052006","999999","","SAS 402","27/04/2010","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1601","H","UNIDADE DE ASSISTENCIA DE ALTA COMPLEXIDADE EM NEUROLOGIA/NEUROCIRURGIA*. ","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","112009","999999","","PT SAS 399","23/11/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2304","H","ENTERAL E PARENTERAL","","Fora do escopo inicial","Não aplicável","Não aplicável","Não definido","Não","Baixa","Sem correspondência direta com escopo estratégico inicial do Ciclo 1.","revisar","012008","999999","","SAS 120 RETIF","28/05/2009","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2601","H","UNIDADE DE TERAPIA INTENSIVA ADULTO - UTI-A TIPO II","","UTI / cuidado crítico","UTI adulto","UTI adulto","Alta complexidade","Sim","Alta","Descrição contém UTI adulto.","validado","062001","999999","18","PT SAS 161","14/04/2010","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1504","H","ATENCAO ESPECIALIZADA EM DRC COM HEMODIALISE","","Nefrologia","Hemodiálise","Terapia renal substitutiva ambulatorial","Média/Alta","Sim","Alta","Descrição contém hemodiálise.","validado","112018","999999","","PT GM 3415","26/11/2018","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","2608","H","UNIDADE DE TERAPIA INTENSIVA CORONARIANA - UCO TIPO II","","UTI / cuidado crítico","UTI coronariana","UTI coronariana","Alta complexidade","Sim","Alta","Descrição contém UTI coronariana.","revisar","122022","999999","8","4500/GM/MS","22/12/2022","CNES","rlEstabSipac202601","2026-05-21"
"202601","3201202547821","HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM","320120","CACHOEIRO DE ITAPEMIRIM","ES",NA,NA,"ASSOCIACAO PRIVADA",NA,"Sim","1616","H","CENTRO DE ATENDIMENTO DE URGENCIA TIPO II AOS PACIENTES COM AVC","","RUE","Atendimento ao AVC","Urgência hospitalar especializada","Média/Alta","Sim","Alta","Descrição contém AVC.","revisar","122021","999999","","3472/GM/MS","30/12/2021","CNES","rlEstabSipac202601","2026-05-21"
