codigo_habilitacao;tipo_habilitacao;descricao_habilitacao;origem_habilitacao;linha_cuidado;sublinha_cuidado;componente_rede;nivel_complexidade;usar_observatorio;prioridade;fonte_cnes;fonte_normativa;criterio_classificacao;status_validacao;observacao
2611;H;UNIDADE DE TERAPIA INTENSIVA NEONATAL TIPO III - UTIN III;;UTI / cuidado crítico;UTI neonatal;UTI neonatal;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém UTI neonatal.;validado;"Classificação preliminar; revisar com base normativa específica."
2204;H;CENTRO DE REABILITAÇÃO AUDITIVA NA MÉDIA COMPLEXIDADE;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2205;H;CENTRO DE REABILITAÇÃO AUDITIVA NA ALTA COMPLEXIDADE;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2206;H;CENTRO DE REABILITAÇÃO INTELECTUAL;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2207;H;NUCLEO DE ATENCAO A CRIANCA E ADOLESCENTE COM TRANSTORNO DO ESPECTRO AUTISTA;;UTI / cuidado crítico;A definir;A definir;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de UTI/cuidado crítico.;revisar;"Classificação preliminar; revisar com base normativa específica."
2208;H;CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER) - MODALIDADE FISICA;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2209;H;CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER) - MODALIDADE INTELECTUAL;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2210;H;CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER) - MODALIDADE AUDITIVA;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
2211;H;CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER) - MODALIDADE VISUAL;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
0914;S;ADESÃO DO ESTABELECIMENTO AO PROGRAMA NACIONAL DE APOIO A ATENCAO ONCOLOGICA (PRONON);;Oncologia;A definir;A definir;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de oncologia.;revisar;"Classificação preliminar; revisar com base normativa específica."
8238;I;CEREST ESTADUAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8239;I;CEREST MUNICIPAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8240;I;CEREST REGIONAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1504;H;ATENCAO ESPECIALIZADA EM DRC COM HEMODIALISE;;Nefrologia;Hemodiálise;Terapia renal substitutiva ambulatorial;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém hemodiálise.;validado;"Classificação preliminar; revisar com base normativa específica."
1505;H;ATENCAO ESPECIALIZADA EM DRC COM DIALISE PERITONEAL;;Nefrologia;Diálise peritoneal;Terapia renal substitutiva ambulatorial;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém diálise peritoneal.;validado;"Classificação preliminar; revisar com base normativa específica."
1506;H;ATENCAO ESPECIALIZADA EM DRC NOS ESTAGIOS 4 E 5 (PRE-DIALITICO);;Nefrologia;A definir;A definir;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de nefrologia/diálise/renal.;revisar;"Classificação preliminar; revisar com base normativa específica."
1507;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO I COM HEMODIÁLISE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1508;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO I COM DIÁLISE PERITONEAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1509;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO II COM HEMODIÁLISE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1510;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO II COM DIÁLISE PERITONEAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1511;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO III COM HEMODIÁLISE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1512;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO III COM DIÁLISE PERITONEAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1513;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO IV COM HEMODIÁLISE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1514;H;UNIDADE ESPECIALIZADA EM DRC COM TRS/DIÁLISE TIPO IV COM DIÁLISE PERITONEAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8244;I;UNIDADE NA DOENÇA RENAL CRÔNICA (DRC) COM OU SEM TRS/DIÁLISE;;Nefrologia;A definir;A definir;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de nefrologia/diálise/renal.;revisar;"Classificação preliminar; revisar com base normativa específica."
8245;I;Central de Regulação das Urgências SAMU 192;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8246;I;Unidade Móvel de Atendimento Pré-hospitalar Aeromédico SAMU 192;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8247;I;Unidade Móvel de Atendimento Pré-hospitalar Ambulancha SAMU 192;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8248;I;Unidade Móvel de Atendimento Pré-hospitalar Motolância SAMU 192;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8249;I;Unidade Móvel de Atendimento Pré-hospitalar USA SAMU 192;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8250;I;Unidade Móvel de Atendimento Pré-hospitalar USB SAMU 192;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8251;I;Central de Regulação das Urgências SAMU 192 Qualificada;;RUE;SAMU;Atendimento móvel de urgência;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém SAMU.;validado;"Classificação preliminar; revisar com base normativa específica."
8252;I;Organização de Procura de Órgãos e Tecidos;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1416;H;HOSPITAL AMIGO DA CRIANCA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3513;H;ATENÇÃO ESPECIALIZADA EM DOENÇAS RARAS - EIXO II  DR DE ORIGEM NÃO GENÉTICA: 4 OUTRAS DOENÇAS RARAS DE ORIGEM NÃO GENÉTICA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3514;H;SERVIÇO DE REFERÊNCIA EM DOENÇAS RARAS - EIXO II DR DE ORIGEM NÃO GENÉTICA: 4 OUTRAS DOENÇA RARA DE ORIGEM NÃO GENÉTICA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3515;H;SERVIÇO DE ACONSELHAMENTO GENÉTICO;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
7117;C;ESTABELECIMENTO DE SAÚDE SEM GERAÇÃO DE CRÉDITO NA MÉDIA COMPLEXIDADE (EXCETO OPM E FAEC) - RCPD;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2711;H;ADMINISTRACAO PRE-HOSPITALAR DE TENECTEPLASE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8253;I;INDICE DE VALORIZACAO HOSPITALAR DE EMERGENCIA (IVH-E);;RUE;A definir;A definir;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de urgência e emergência.;revisar;"Classificação preliminar; revisar com base normativa específica."
1417;H;UNIDADE DE CENTRO DE PARTO NORMAL PERI-HOSPITALAR 3PPP;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1418;H;UNIDADE DE CENTRO DE PARTO NORMAL INTRA-HOSPITALAR TIPO II 3 PPP (CPNI II 3 PPP);;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1419;H;UNIDADE DE CENTRO DE PARTO NORMAL INTRA-HOSPITALAR TIPO II 5 PPP (CPNI II 5 PPP);;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3701;H;COLETA DE VESTÍGIOS DE VIOLÊNCIA SEXUAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1721;H;HOSPITAL GERAL COM CIRURGIA DE CANCER DE COMPLEXO HOSPITALAR;;Oncologia;Cirurgia oncológica;Atenção hospitalar oncológica;Alta complexidade;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém cirurgia em contexto oncológico.;revisar;"Classificação preliminar; revisar com base normativa específica."
1302;H;SERVIÇO DE ATENÇÃO DOMICILIAR;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
9501;R;ATENCAO PRIMARIA A SAUDE;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
9502;R;ATENCAO ESPECIALIZADA AMBULATORIAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
9503;R;ATENCAO ESPECIALIZADA HOSPITALAR E DE URGENCIA E EMERGENCIA;;RUE;A definir;A definir;Média/Alta;Sim;Alta;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição contém termos de urgência e emergência.;revisar;"Classificação preliminar; revisar com base normativa específica."
0913;S;ADESAO DO ESTABELECIMENTO AO PROJETO MAIS MÉDICOS;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3202;H;LABORATÓRIO DE EXAMES CITOPATOLOGICOS DO COLO DE UTERO - TIPO I;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3203;H;LABORATÓRIO DE MONITORAMENTO EXTERNO DE QUALIDADE DE EXAMES CITOPATOLOGICOS DE COLO DE UTERO - TIPO II;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3301;H;LABORATÓRIO DE REFERÊNCIA NACIONAL (LRN);;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3302;H;LABORATÓRIO DE REFERÊNCIA REGIONAL (LRN);;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3303;H;CENTRO COLABORADOR;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
3304;H;LABORATÓRIO DE FRONTEIRA (LF);;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
8255;I;Leito de Cuidado ao Paciente com AVC Agudo;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2430;H;TRANSPLANTE DE FIGADO POR IHH FEBRE AMARELA;;Outras habilitações estratégicas;A definir;A definir;Média/Alta;Sim;Média;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Descrição indica habilitação estratégica fora das linhas centrais iniciais.;revisar;"Classificação preliminar; revisar com base normativa específica."
0305;H;ATENCAO ESPECIALIZADA AS PESSOAS COM DEFICIENCIA AUDITIVA;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2431;H;QUALIDOT NIVEL A;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2432;H;QUALIDOT NIVEL B;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2433;H;QUALIDOT NIVEL C;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2434;H;QUALIDOT NIVEL D;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
2435;H;QUALIDOT NIVEL E;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
1723;H;RECONSTRUCAO MAMARIA POS-MASTECTOMIA TOTAL;;Fora do escopo inicial;Não aplicável;Não aplicável;Não definido;Não;Baixa;CNES - tbSubGruposHabilitacao202601 (CO_CODIGO_GRUPO, TP_HABILITACAO, NO_DESCRICAO_GRUPO, TP_ORIGEM);Revisar;Sem correspondência direta com escopo estratégico inicial do Ciclo 1.;revisar;"Classificação preliminar; revisar com base normativa específica."
